customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5590-ZSKRV,0,0,Yes,Yes,-0.9924020376385531,Yes,No,DSL,Yes,Yes,No,No,No,No,0,No,3,-0.33607160395252245,-0.7945164982412213,No
0191-ZHSKZ,1,1,No,No,-0.0965540357978854,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,0,Yes,2,0.3319707901142591,-0.07532391809733362,No
3887-PBQAO,0,0,Yes,Yes,0.5142514200025698,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,-1.2916048790480432,-0.4703158468010176,No
5919-TMRGD,0,0,No,Yes,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,Yes,No,0,Yes,2,0.48485611412954227,-0.9723886878854755,Yes
8108-UXRQN,0,0,Yes,Yes,-0.8702409464784621,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,0,No,2,-0.47233895796614456,-0.7578295313525703,No
9191-MYQKX,0,0,Yes,No,-1.0331224013585834,Yes,No,Fiber optic,No,No,Yes,No,No,No,0,Yes,0,0.34526516611558833,-0.7880488199630175,Yes
9919-YLNNG,0,0,No,No,0.3920903288424788,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0,Yes,0,1.2974748472107767,0.9030834948825526,No
0318-ZOPWS,0,0,Yes,No,0.6771328748826912,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,0,-1.4827115340671475,-0.5777057950039584,No
4445-ZJNMU,1,0,No,No,-0.9516816739185228,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0,Yes,1,1.1479131171958254,-0.6018105891329637,No
4808-YNLEU,0,0,Yes,No,0.10704778280226633,Yes,No,DSL,Yes,No,No,No,Yes,No,1,Yes,0,-0.08680205392760396,-0.029343802556382977,No
1862-QRWPE,0,0,Yes,Yes,0.6364125111626608,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,0,-1.4660935640654862,-0.5407760142550334,No
2796-NNUFI,0,0,Yes,Yes,0.5549717837226001,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,-1.4893587220678117,-0.5981242332542606,No
3016-KSVCP,1,0,Yes,No,-0.13727439951791576,No,No phone service,DSL,No,No,No,No,Yes,No,0,No,3,-1.0307027500219619,-0.5618566721242643,No
4767-HZZHQ,1,0,Yes,Yes,-0.0965540357978854,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,0,No,0,0.574593152138513,0.12727113732025933,No
2424-WVHPL,1,1,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,Yes,No,No,0,No,2,0.3303089931140931,-0.9744415687041545,No
7233-PAHHL,1,0,Yes,Yes,1.369379058123207,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2,Yes,3,0.6394032351449919,1.5153055325821543,No
6067-NGCEU,0,0,No,No,1.3286586944031769,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0,Yes,1,1.5384354122348645,2.130176448757471,No
9848-JQJTX,1,0,No,No,1.6137012404433893,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,2,Yes,0,1.2010906212011416,2.2855993933200414,No
8637-XJIVR,0,0,No,No,-0.8295205827584317,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0,Yes,2,0.47156173812821356,-0.5980138633177725,Yes
9803-FTJCG,1,0,Yes,Yes,1.5729808767233588,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,1,Yes,1,0.06940686408801149,1.0890347638777371,No
0278-YXOOG,1,0,No,No,-1.1145631287986442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.4527991880641573,-0.957157636650115,Yes
3212-KXOCR,1,0,No,No,0.7992939660427822,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,0,-1.4544609850643233,-0.5186137310082188,No
4598-XLKNJ,0,1,Yes,No,-0.30015585439803716,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0,Yes,2,1.1213243651931677,0.10268071547070626,Yes
6380-ARCEH,1,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.481049737066981,-0.9985022148585647,No
3679-XASPY,0,0,Yes,Yes,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,2,-1.505976692069473,-0.9988333246680291,No
7123-WQUHX,1,0,No,No,0.22920887396235737,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,1,No,0,1.0049985751815391,0.5843792662794571,No
5386-THSLQ,0,1,Yes,No,1.369379058123207,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,1,No,0,-0.6385186579827569,0.3290494552078404,No
3192-NQECA,1,0,Yes,No,1.4508197855632678,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2,Yes,0,1.503537675231376,2.3530574985015806,Yes
6180-YBIQI,1,0,No,No,-1.1145631287986442,No,No phone service,DSL,No,No,No,No,No,No,0,No,3,-1.3447823830533592,-0.9631838351823664,No
6728-DKUCO,0,0,Yes,Yes,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,1,Yes,2,1.3091074262119398,2.216728552951454,No
9750-BOOHV,0,0,No,No,-0.015113308357824713,No,No phone service,DSL,Yes,No,No,No,No,No,1,No,3,-1.150352134033923,-0.5978814193939866,No
8597-CWYHH,1,0,No,No,0.43281069256250915,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1,No,3,0.9833952141793793,0.7237544220766552,No
2848-YXSMW,1,0,Yes,Yes,1.6137012404433893,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,1,-1.5076384890696393,-0.4055728420570864,No
0486-HECZI,1,0,Yes,No,0.9214550572028734,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,0,Yes,2,1.0631614701873533,1.3054481353436427,Yes
4549-ZDQYY,0,0,No,No,0.7992939660427822,Yes,No,DSL,Yes,No,Yes,Yes,No,No,1,No,1,-0.22639300194155818,0.33567165139712757,No
5712-AHQNN,0,0,No,No,0.43281069256250915,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,0,Yes,2,0.893658176170409,0.7382349577438965,No
4846-WHAFZ,0,1,Yes,No,0.18848851024232702,Yes,Yes,Fiber optic,No,No,No,No,No,No,0,Yes,2,0.39013368512007346,0.2588100276268009,Yes
5256-SKJGO,0,0,Yes,Yes,1.2879383306831464,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,2,Yes,2,-0.33773340095268845,0.5039858045415107,No
3071-VBYPO,1,0,Yes,Yes,-1.1960038562387048,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,0,No,2,0.8338334841644282,-0.8977565368322087,No
9560-BBZXK,0,0,No,No,0.14776814652229667,No,No phone service,DSL,Yes,No,No,No,No,No,2,No,0,-1.1204397880309327,-0.510159393873229,No
5299-RULOA,0,0,Yes,Yes,-0.9109613101984924,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0,Yes,2,1.1794872601989819,-0.5373986941984968,Yes
8402-OOOHJ,0,0,No,No,0.35136996512244845,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,-1.4660935640654862,-0.6387182958945911,No
9445-ZUEQE,1,0,Yes,Yes,-0.21871512695797646,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,0,Yes,1,0.6792863631489789,-0.05753228433544878,No
1091-SOZGA,0,0,Yes,Yes,0.9621754209229036,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1,Yes,1,1.1645310871974868,1.427539359086801,No
2928-HLDBA,0,0,No,No,-1.0738427650786138,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.46443176706532,-0.9576432643706626,No
0404-SWRVG,1,0,No,No,-1.1960038562387048,Yes,Yes,Fiber optic,No,No,No,No,No,No,0,Yes,2,0.32033821111309646,-0.9060784300434129,Yes
6497-TILVL,0,0,Yes,Yes,-1.0331224013585834,Yes,No,DSL,Yes,No,No,No,No,No,0,No,3,-0.467353566965646,-0.8527476767323534,No
7219-TLZHO,0,0,Yes,Yes,-1.1552834925186746,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.4594463760648215,-0.9796510297063937,No
4622-YNKIJ,1,0,No,No,0.025607055362205634,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,2,Yes,2,0.8039211381614382,0.32922604710622144,No
4412-YLTKF,0,1,No,No,-0.21871512695797646,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0,Yes,2,0.44164939212522314,-0.06464010824528367,Yes
6734-PSBAW,1,0,Yes,No,1.6137012404433893,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,0,-1.3697093380558512,-0.2463310976920268,No
3930-ZGWVE,1,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.4960059100684764,-0.9987008807442433,No
2639-UGMAZ,1,1,No,No,1.5729808767233588,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,1,Yes,2,-0.2762469119465419,0.7520311998049115,No
2876-GZYZC,0,0,No,No,-0.7888002190384014,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0,Yes,2,0.7042133181514708,-0.4707352525596724,No
6207-WIOLX,0,0,Yes,Yes,-0.30015585439803716,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,0,Yes,1,-0.2047896409393986,-0.3440305654713106,Yes
8587-XYZSF,1,0,No,No,1.4100994218432374,Yes,No,DSL,No,No,No,Yes,No,No,2,No,0,-0.47233895796614456,0.4318480140528753,No
3091-FYHKI,1,0,No,No,-1.2774445836787656,No,No phone service,DSL,No,No,No,No,No,Yes,0,Yes,2,-0.9742016520163136,-0.9917696487327894,Yes
2372-HWUHI,1,0,No,No,-1.2367242199587352,Yes,No,DSL,No,No,No,No,No,No,0,No,2,-0.6784017859867437,-0.9715498763681658,Yes
7799-LGRDP,0,0,No,No,0.43281069256250915,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,1,-1.2982520670487077,-0.48285387158606796,No
7850-VWJUU,0,0,No,No,-0.38159658183809786,Yes,No,Fiber optic,Yes,No,No,No,No,No,0,Yes,0,0.3402797751150897,-0.22224837755031904,No
3774-VBNXY,0,0,Yes,Yes,1.2879383306831464,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,-1.481049737066981,-0.4433193603360234,No
6217-KDYWC,1,0,No,Yes,1.002895784642934,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,-1.5009913010689746,-0.4906459891021293,No
0390-DCFDQ,0,1,Yes,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,0,Yes,3,0.18905624809997262,-0.9763178576244527,Yes
3146-MSEGF,0,1,Yes,Yes,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,1,0.7740087921584478,1.8293742238527486,No
4080-OGPJL,0,0,No,No,-0.9924020376385531,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0,No,2,0.21232140610229844,-0.7585800469206894,Yes
1095-WGNGG,0,0,Yes,No,1.1657772395230555,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,2,Yes,0,1.2060760122016398,1.6287658272919416,No
2636-SJDOU,1,0,No,No,1.2879383306831464,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,1,Yes,1,0.6493740171459885,1.3275883446031598,No
1131-QQZEB,1,1,Yes,No,1.5729808767233588,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,0,-1.3564149620545218,-0.23209337588505932,No
5716-EZXZN,0,0,Yes,Yes,1.3286586944031769,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,2,Yes,1,1.1396041321949948,1.8254229801264736,No
6837-BJYDQ,1,0,No,No,-1.1960038562387048,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,-1.5009913010689746,-0.9803353233126202,No
2135-RXIHG,1,0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,0,Yes,2,-0.6351950639824246,-0.987266555324074,Yes
6440-DKQGE,1,0,No,Yes,-0.0965540357978854,Yes,No,DSL,No,Yes,Yes,No,Yes,No,1,No,1,-0.00869759491979612,-0.15538627002581593,No
3466-BYAVD,1,0,Yes,Yes,-0.7073594915983407,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,0,Yes,3,0.1574821050968162,-0.5344187059133176,No
3780-YVMFA,0,0,Yes,Yes,-0.9924020376385531,Yes,No,DSL,No,No,No,Yes,Yes,Yes,0,Yes,2,0.12590796209365976,-0.7582710110985227,No
3874-EQOEP,1,0,No,No,-1.0331224013585834,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0,No,3,1.0049985751815391,-0.7180301322549542,Yes
1679-JRFBR,0,0,Yes,Yes,1.5322605130033284,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1,Yes,1,1.4420511862252297,2.4937570935366358,No
9073-ZZIAY,1,0,Yes,Yes,1.2064976032430856,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2,No,2,0.7091987091519689,1.2950071393518667,No
3077-RSNTJ,0,0,Yes,Yes,-1.0738427650786138,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,3,-1.4976677070686424,-0.9573121545611983,No
